update,transitions,mean_reward,mean_length,loss,policy_loss,value_loss,entropy,gradient_norm,fruit_rate,wall_rate,self_bite_rate,win_rate
704,720896,0.11562499403953552,6.109375,-0.01133644301444292,-0.024704959243535995,0.02922079712152481,0.12418821454048157,0.17197254300117493,0.25390625,0.0,0.056640625,0.0
705,721920,0.11923827975988388,5.671875,0.009086559526622295,-0.005437832325696945,0.031480822712183,0.12160191684961319,0.20555002987384796,0.2626953125,0.0,0.060546875,0.0
706,722944,0.11894530802965164,6.03125,-0.007798784412443638,-0.01951197162270546,0.02581542357802391,0.11945246905088425,0.2856467664241791,0.2587890625,0.0009765625,0.0517578125,0.0
707,723968,0.11826171725988388,5.359375,-0.011520431376993656,-0.02320145070552826,0.025653652846813202,0.11458073556423187,0.24864770472049713,0.2626953125,0.0,0.0654296875,0.0
708,724992,0.119140625,5.859375,-0.027403106912970543,-0.04071709141135216,0.02918034791946411,0.1276189386844635,0.3124519884586334,0.2587890625,0.0009765625,0.05078125,0.0
709,726016,0.11249999701976776,5.875,-0.0005465563153848052,-0.01391597930341959,0.029379967600107193,0.1320560872554779,0.2768489718437195,0.24609375,0.0,0.052734375,0.0
710,727040,0.11689452826976776,6.375,-0.014606023207306862,-0.027171235531568527,0.027641478925943375,0.12555274367332458,0.2534771263599396,0.25390625,0.0009765625,0.0498046875,0.0
711,728064,0.11542968451976776,6.171875,-0.015124115161597729,-0.02973226085305214,0.03173673152923584,0.12602201104164124,0.4158342480659485,0.2548828125,0.0009765625,0.0595703125,0.0
712,729088,0.11455078423023224,5.765625,-0.01575380563735962,-0.029389727860689163,0.029912248253822327,0.13202013075351715,0.2704761028289795,0.2548828125,0.001953125,0.0634765625,0.0
713,730112,0.11767578125,5.421875,0.011881772428750992,-0.0016791187226772308,0.029400596395134926,0.11394070088863373,0.18838191032409668,0.259765625,0.0009765625,0.060546875,0.0
714,731136,0.12138672173023224,5.359375,-0.017614660784602165,-0.029181845486164093,0.02566426992416382,0.1264950931072235,0.31887009739875793,0.2666015625,0.0,0.0595703125,0.0
715,732160,0.12089844048023224,5.578125,-0.025377586483955383,-0.03596418723464012,0.023616110906004906,0.12214560061693192,0.23086288571357727,0.263671875,0.0,0.0546875,0.0
716,733184,0.12070313096046448,5.796875,-0.005195576697587967,-0.01977107860147953,0.03151873126626015,0.11838638782501221,0.21843087673187256,0.267578125,0.0,0.0654296875,0.0
